target_attribute,bal_acc,auc,regime,debiased_concept,method,debias_layer,ba_raw,delta_ba,n_iterations,n_layers
bangs,0.780952380952381,0.8490374873353597,single,wearing_hat,diff_means,4,0.780952380952381,0.0,,
big_lips,0.4786145791381393,0.48336689488521956,single,wearing_hat,diff_means,4,0.4759967780910189,0.002617801047120394,,
big_nose,0.6116628469569646,0.6724598930481283,single,wearing_hat,diff_means,4,0.6067608861726509,0.004901960784313708,,
black_hair,0.7345626072041167,0.8438036020583191,single,wearing_hat,diff_means,4,0.7118353344768439,0.022727272727272818,,
blond_hair,0.8527583527583528,0.9273504273504274,single,wearing_hat,diff_means,4,0.8527583527583528,0.0,,
blurry,0.5859449192782527,0.6226654004431782,single,wearing_hat,diff_means,4,0.581829692940804,0.004115226337448652,,
brown_hair,0.6461973910903274,0.8095003691853311,single,wearing_hat,diff_means,4,0.6441053408811224,0.0020920502092049986,,
bushy_eyebrows,0.5278761061946903,0.5171091445427729,single,wearing_hat,diff_means,4,0.5256637168141592,0.0022123893805310324,,
chubby,0.6824614065180102,0.7465694682675815,single,wearing_hat,diff_means,4,0.6801029159519726,0.002358490566037652,,
double_chin,0.6411504424778761,0.7474926253687316,single,wearing_hat,diff_means,4,0.6389380530973452,0.0022123893805309214,,
eyeglasses,0.8621154382377545,0.9511106980202622,single,wearing_hat,diff_means,4,0.8670415466121386,-0.004926108374384119,,
goatee,0.6474251860853714,0.6861613246240317,single,wearing_hat,diff_means,4,0.6323864499468328,0.015038736138538567,,
gray_hair,0.890495867768595,0.9651711924439197,single,wearing_hat,diff_means,4,0.8884297520661157,0.0020661157024792765,,
heavy_makeup,0.5627329192546584,0.6118012422360248,single,wearing_hat,diff_means,4,0.5651138716356108,-0.0023809523809523725,,
high_cheekbones,0.5109126984126985,0.47718253968253965,single,wearing_hat,diff_means,4,0.5223214285714286,-0.011408730158730118,,
male,0.9778481012658228,0.9781710152415397,single,wearing_hat,diff_means,4,0.9778481012658228,0.0,,
mouth_slightly_open,0.5439182972459057,0.5666441759185425,single,wearing_hat,diff_means,4,0.5481199779181746,-0.004201680672268893,,
mustache,0.7328377504848094,0.8144796380090498,single,wearing_hat,diff_means,4,0.7328377504848094,0.0,,
narrow_eyes,0.6411873840445269,0.637847866419295,single,wearing_hat,diff_means,4,0.6289424860853432,0.01224489795918371,,
no_beard,0.5490595723378388,0.5028248587570622,single,wearing_hat,diff_means,4,0.5490595723378388,0.0,,
oval_face,0.49245447290140026,0.46535587317710225,single,wearing_hat,diff_means,4,0.4896611768120148,0.002793296089385444,,
pale_skin,0.6291547958214625,0.7752453308008863,single,wearing_hat,diff_means,4,0.6291547958214625,0.0,,
pointy_nose,0.4856346483704974,0.4984991423670669,single,wearing_hat,diff_means,4,0.4879931389365352,-0.002358490566037763,,
receding_hairline,0.5253778690054115,0.5792125396529203,single,wearing_hat,diff_means,4,0.5275237917521927,-0.0021459227467811592,,
rosy_cheeks,0.6041912632821724,0.7612160566706021,single,wearing_hat,diff_means,4,0.6000590318772137,0.004132231404958775,,
sideburns,0.6432282003710575,0.7562152133580705,single,wearing_hat,diff_means,4,0.6473098330241187,-0.004081632653061162,,
smiling,0.863709032773781,0.9396175367398389,single,wearing_hat,diff_means,4,0.863709032773781,0.0,,
straight_hair,0.6398268398268399,0.6606060606060606,single,wearing_hat,diff_means,4,0.661991341991342,-0.022164502164502164,,
wavy_hair,0.5717873130254395,0.6112020962987226,single,wearing_hat,diff_means,4,0.574134730865815,-0.0023474178403755097,,
wearing_earrings,0.6529063309885228,0.734419350857707,single,wearing_hat,diff_means,4,0.6529063309885228,0.0,,
wearing_hat,0.8671875,0.9365234375,single,wearing_hat,diff_means,4,0.875,-0.0078125,,
wearing_lipstick,0.48498122653316644,0.4926470588235294,single,wearing_hat,diff_means,4,0.49092615769712145,-0.005944931163955003,,
wearing_necklace,0.5914715719063545,0.7031772575250835,single,wearing_hat,diff_means,4,0.5979933110367892,-0.006521739130434745,,
wearing_necktie,0.5656229180546303,0.6020430823895181,single,wearing_hat,diff_means,4,0.5761714412613813,-0.010548523206751037,,
young,0.8203683241252302,0.8847882136279925,single,wearing_hat,diff_means,4,0.8176058931860037,0.0027624309392264568,,
5_o_clock_shadow,0.6038685744568097,0.6603073661897192,single,wearing_hat,diff_means,5,0.5936671966083731,0.010201377848436666,,
arched_eyebrows,0.5512820512820513,0.5438701923076923,single,wearing_hat,diff_means,5,0.5336538461538461,0.017628205128205177,,
attractive,0.5018657916747089,0.6116579810847328,single,wearing_hat,diff_means,5,0.49868107829891267,0.003184713375796233,,
bags_under_eyes,0.4972564017292983,0.47198204190222814,single,wearing_hat,diff_means,5,0.5104755570335883,-0.013219155304289965,,
bald,0.743421052631579,0.799968671679198,single,wearing_hat,diff_means,5,0.743421052631579,0.0,,
bangs,0.7745694022289766,0.849645390070922,single,wearing_hat,diff_means,5,0.780952380952381,-0.00638297872340432,,
big_lips,0.4838501812323802,0.4863471606927104,single,wearing_hat,diff_means,5,0.4759967780910189,0.007853403141361293,,
