concept,method,debias_layer,downstream_layer,layers_after,label,mmd2
eyeglasses,diff_means,13,18,5,pos,0.0
eyeglasses,diff_means,13,18,5,neg,0.0
eyeglasses,diff_means,13,19,6,pos,0.0
eyeglasses,diff_means,13,19,6,neg,0.0
eyeglasses,diff_means,13,20,7,pos,0.0
eyeglasses,diff_means,13,20,7,neg,0.0
eyeglasses,diff_means,13,21,8,pos,0.0
eyeglasses,diff_means,13,21,8,neg,0.0
eyeglasses,diff_means,13,22,9,pos,0.0
eyeglasses,diff_means,13,22,9,neg,0.0
eyeglasses,diff_means,13,23,10,pos,0.0
eyeglasses,diff_means,13,23,10,neg,0.0
eyeglasses,diff_means,14,14,0,pos,5.751981346757695e-05
eyeglasses,diff_means,14,14,0,neg,0.01038640854481132
eyeglasses,diff_means,14,15,1,pos,0.0
eyeglasses,diff_means,14,15,1,neg,0.005468804017746409
eyeglasses,diff_means,14,16,2,pos,0.0
eyeglasses,diff_means,14,16,2,neg,0.005308084645722078
eyeglasses,diff_means,14,17,3,pos,0.0
eyeglasses,diff_means,14,17,3,neg,0.001572555808882825
eyeglasses,diff_means,14,18,4,pos,0.0
eyeglasses,diff_means,14,18,4,neg,0.001050560215674512
eyeglasses,diff_means,14,19,5,pos,0.0
eyeglasses,diff_means,14,19,5,neg,0.00011304754616348056
eyeglasses,diff_means,14,20,6,pos,0.0
eyeglasses,diff_means,14,20,6,neg,8.521218167323319e-05
eyeglasses,diff_means,14,21,7,pos,0.0
eyeglasses,diff_means,14,21,7,neg,0.0
eyeglasses,diff_means,14,22,8,pos,0.0
eyeglasses,diff_means,14,22,8,neg,0.0
eyeglasses,diff_means,14,23,9,pos,0.0
eyeglasses,diff_means,14,23,9,neg,0.0
eyeglasses,diff_means,15,15,0,pos,0.0
eyeglasses,diff_means,15,15,0,neg,0.005452463830055709
eyeglasses,diff_means,15,16,1,pos,0.0
eyeglasses,diff_means,15,16,1,neg,0.003035090961266196
